PC 1,PC 2
9.192836826213926,1.9485830708176213
2.387801795801779,-3.768171742096329
5.733896279731535,-1.0751737966310235
7.122953197707981,10.275589121756656
3.9353020736782556,-1.948071567792489
2.3802471503458684,3.949928895546218
2.2388833080521056,-2.6900312773170554
2.1432985003776244,2.340244006953937
3.1749242930838557,3.391812951854558
6.351746789526762,7.727174066905896
-0.810413770845964,-2.6592754977279465
2.651100477242764,0.06656792659002671
8.185034458147442,2.7009764925810367
0.3421259139902205,-0.9682792608543053
4.342379194648341,4.861083312522446
4.075656175346152,2.977061180376373
0.23005501570952197,-1.56475772530326
4.4180109159828795,1.4186703334107407
4.948703550564843,-4.114333524981935
-1.2370633569550555,-0.18821495374633004
-1.578161234812167,0.5728081925108408
-3.557336373549907,1.6629499036287463
4.733210788210427,3.3049637283325004
4.208524209049457,-5.128366513963662
4.94963207398333,-1.5437522881584222
7.098562854912565,2.018610337136529
3.510262603972463,2.1716251156808455
3.0640538860632573,-1.8765523476800579
4.007264143655993,0.5372421605398107
1.7153097265430923,-1.523705022971024
6.059445513505335,-0.7571774508612868
2.902236104999797,4.005295512374787
4.554782688815855,0.33753615391061953
4.990602722476238,-1.1325889056782297
2.9853407889710324,0.758423242517346
2.766369157777391,-0.3543559424939394
1.2961987650208298,0.9131962762402845
-3.749313395938831,-1.4134731176645816
-0.9980689008796284,-3.35129292314528
0.7652641153962658,0.8862439528794457
-2.1509534707303706,-1.9239916158332622
-0.09333138656745422,2.260752006179509
9.087999677261735,2.0186730993655373
0.9904537655029301,0.9849300203738517
-0.2935465509281963,-0.13709909082707666
5.38094040693715,-0.13487697768077814
-4.581936672186311,1.4842203177801552
1.7000068868370588,2.3522717936522564
-2.1364452772840923,0.09582960949056676
-1.5674789972081848,-1.2084332137953244
-3.542905557464076,-1.2824955784926944
-3.157814050181478,-1.6889585955464876
-3.450488543515951,-0.49821871415417507
3.302550951378628,-1.1309378049638914
-0.67461928557213,-2.1164097168823783
-2.858158440046899,0.15272313621418163
4.648738872436421,-2.3103325702676347
2.1768628822288005,0.9721160459847715
-3.7214589928319772,-1.7876416504494015
-4.135962943790181,2.403792485438613
-2.385835663134816,2.7576581297061047
-2.5788832519687444,3.138671922733235
4.759112153867182,3.0116805064422856
-2.3141322493708305,3.2679896792753236
1.6916079231688257,1.540676557094854
1.812305405006586,0.7227401911585002
-2.785924756666707,2.3106487122917296
-3.5186483396476183,-0.6583094692602182
4.330002649083292,9.202525685660731
-3.261279472772711,-0.9378381203748325
2.7045961726301364,-4.437141769632495
-0.307855770477498,7.387812177088572
5.503705315294087,0.9383254151313299
-0.3617091926934878,0.11973908635288708
-2.6299766385629795,-0.6973093685995245
1.4281675928958149,-1.9671014118727417
-0.834517881490665,1.965604864365102
6.2308965119030155,0.9200695426990408
11.668714648329207,4.7486172023801325
-2.021577658435647,-0.25489983397526267
-1.638384937365059,1.7159491138718757
1.1674616110728935,2.514515850022103
10.769242819274995,-2.2579828980685104
5.034811085481882,0.7744091563142044
-2.1744643095459675,0.49687798483667484
3.2882353847182655,-1.6682370620723215
0.6076079451783052,0.16221452498525904
3.5835636260631785,-2.2066618391849597
-0.9341581043942728,0.9277014809372811
1.2596046473494136,1.015577070253211
-1.5882639721789245,-1.6196568284388706
0.2524975675267672,-0.531351547250471
-2.8474315866956594,-2.8936475984094194
-1.9649501129380753,-0.965156988085508
2.7758655690032414,0.5580005268059045
4.396227954702642,-2.1235077121543826
-2.5920828278056636,0.21363392989093222
-3.904338150153185,1.1900666337752404
-2.818231213142385,0.367883981273794
0.6162808698254664,0.6389116690293196
-0.4328602208167784,-1.392044298787227
-4.555028840448386,3.5287860178651878
-3.4481835412173982,-1.42462245570512
-2.115960264030082,1.849373605044229
-2.6913522049618934,1.420061739957468
3.2139167651766813,4.046756222606989
-0.7492713563496187,1.7976385171305067
-3.1590060374146933,-1.0357494268223755
13.0561218586643,0.981513226451796
-2.228679813442343,0.6674106363719253
-2.4928310356116903,2.598686267990107
-0.10335042641373651,2.2801435368695153
3.591294118690409,3.9263331551982668
